order_id,order_date,user_id,country,customer_gender,customer_age,traffic_source,department,category,brand,product_name,revenue,cost,profit
61609,2025-05-26,49017,China,F,36,Organic,Women,Shorts,MAXSTUDIO,MAXSTUDIO STRETCH HEATHER TWEED SHORTS,98.0,46.16,51.84
61609,2025-05-28,49017,China,F,36,Organic,Women,Sleep & Lounge,Oscar de la Renta,Oscar de la Renta Women's Floral Fairytale Chemise,74.0,45.44,28.56
61609,2025-05-26,49017,China,F,36,Organic,Women,Accessories,NEFF,neff Women's Daily Sparkle Beanie Hat,14.4,5.6,8.8
61610,2024-11-14,49018,United States,M,29,Search,Men,Sweaters,Tommy Hilfiger,Tommy Hilfiger Men Henley Front Pocket Sweater Pullover,49.99,25.79,24.2
61613,2024-08-15,49021,United States,F,16,Search,Women,Swim,Sheridyn Swim,Sheridyn Swim - Brazilian bikini bottom,19.9,7.82,12.08
61617,2025-11-07,49024,United Kingdom,M,50,Organic,Men,Fashion Hoodies & Sweatshirts,Affliction,Fast Lane Pullover Hoodie in Black Lava Wash by Affliction,83.95,44.83,39.12
61622,2024-05-01,49028,United States,M,27,Search,Men,Sleep & Lounge,Nautica,Nautica Men's Woven Storm Plaid Jam,22.5,9.07,13.43
61625,2025-10-25,49030,China,F,66,Search,Women,Tops & Tees,Port Authority,Port Authority Ladies Short Sleeve Value Poplin Shirt. L633,27.99,16.35,11.64
61628,2025-04-28,49035,China,F,18,Facebook,Women,Socks & Hosiery,Rampage,Rampage Women's Animal Neon,18.0,7.78,10.22
61628,2025-04-25,49035,China,F,18,Facebook,Women,Accessories,Ray-Ban,Ray-Ban Women's 4068P Oversized Wrap Sunglasses,174.95,71.2,103.75
61629,2025-10-30,49037,United States,F,60,Search,Women,Sleep & Lounge,Sweet,Sweet Juniors Fuchsia Hoodie Lounger,25.0,15.5,9.5
61629,2025-10-30,49037,United States,F,60,Search,Women,Skirts,Arbor,Arbor Monroe Skirt - Women's,43.95,18.02,25.93
61632,2025-10-27,49042,China,F,56,Organic,Women,Tops & Tees,AnimalShirtsUSA,AnimalShirtsUSA-Pai... Horse Womens Top - Ladies T-Shirt,24.95,13.17,11.78
61637,2024-11-20,49045,Belgium,M,47,Display,Men,Sweaters,Dickies,Dickies WL409 Men's Long Sleeve Lightweight Terry Crew Neck,33.99,15.7,18.29
61642,2024-11-13,49050,United States,F,13,Search,Women,Outerwear & Coats,Columbia,Columbia Womens Ramble Rain Jacket,90.0,40.77,49.23
61643,2024-08-10,49050,United States,F,13,Search,Women,Plus,Vanity Fair,Vanity Fair Women's Perfectly Yours Lace Nouveau Brief #1380,8.5,4.26,4.24
61645,2025-08-06,49052,United States,M,33,Organic,Men,Sleep & Lounge,Nautica,Nautica Men's Micro Fleece Windowpane Robe (Ponderosa Pine G,59.5,21.42,38.08
61645,2025-08-08,49052,United States,M,33,Organic,Men,Fashion Hoodies & Sweatshirts,U.S. Polo Assn.,U.S. Polo Assn. Men's Hoody With Small Pony,29.99,16.46,13.53
61646,2024-11-30,49052,United States,M,33,Organic,Men,Pants,Bullhead,Bullhead Mens Dillon Skinny Chino Blob Camo Pants,59.5,24.99,34.51
61647,2024-07-03,49053,United States,M,35,Search,Men,Accessories,UR,UR Men's Tech Leather Fleece Glove,42.5,18.23,24.27
61648,2025-05-20,49055,Brasil,M,32,Search,Men,Socks,Florsheim,Florsheim Mens 3-pack Wardrobe Assortment Socks,25.0,16.23,8.77
61648,2025-05-19,49055,Brasil,M,32,Search,Men,Jeans,7 For All Mankind,7 For All Mankind Men's Brett Modern Bootcut Jean,119.26,68.69,50.57
61650,2025-11-08,49057,United Kingdom,F,48,Search,Women,Outerwear & Coats,London Fog,London Fog Women's Classic Long Rain Coat,100.0,45.0,55.0
61654,2024-10-28,49062,United Kingdom,F,55,Search,Women,Maternity,Motherhood Maternity,Motherhood Maternity: Indigo Blue Secret Fit Belly(r) Cuffed,44.98,20.06,24.92
61654,2024-10-28,49062,United Kingdom,F,55,Search,Women,Socks & Hosiery,SK Hat shop,Ladies Girls 6 Pairs Summer Plaid School Girl Knee High Tube,18.95,8.19,10.76
61658,2024-05-21,49066,United States,M,12,Search,Men,Sleep & Lounge,Bathrobes Online,Bathrobes Online Mens and Womens Double Sided 100% Turkish T,69.95,27.98,41.97
61660,2024-12-02,49068,China,F,38,Organic,Women,Plus,ToeSox,ToeSox Half Toe Yoga/Pilates Toe Socks With Grips,27.82,13.91,13.91
61664,2025-05-24,49070,United States,F,26,Search,Women,Swim,Body Glove,Body Glove Juniors Smoothies Brasilia Rider Ruched Back Swim,44.0,19.27,24.73
61664,2025-05-25,49070,United States,F,26,Search,Women,Fashion Hoodies & Sweatshirts,O'Neill,O'Neill Juniors Helix Hoodie,49.5,24.7,24.8
61665,2025-08-17,49071,China,M,53,Display,Men,Sleep & Lounge,KNOTHE CORP.,State O Maine Big and Tall Plaid Microfleece Lounge Pant,26.99,9.53,17.46
61666,2025-09-20,49071,China,M,53,Display,Men,Tops & Tees,Port Authority,Port Authority Men's Comfort Wrinkle Resistance Shirt. S508,37.59,20.9,16.69
61666,2025-09-24,49071,China,M,53,Display,Men,Pants,Calvin Klein,Calvin Klein Sportswear Men's Pinstripe Dress Dylan Pant,38.13,16.13,22.0
61666,2025-09-22,49071,China,M,53,Display,Men,Tops & Tees,Hurley,Hurley Men's One And Only Brand Tee,22.0,13.09,8.91
61668,2025-07-23,49073,United States,M,59,Search,Men,Sweaters,Banana Republic,Banana Republic Men's High Neck Henley Pullover Sweater Gray,55.97,30.78,25.19
61669,2025-05-17,49073,United States,M,59,Search,Men,Fashion Hoodies & Sweatshirts,Alpinestars,Alpinestar Men's Vast Pullover Fleece Hoodie Black,41.96,21.48,20.48
61672,2025-06-12,49077,China,M,16,Search,Men,Socks,Stance,Stance Men's Seminole Socks,19.99,11.55,8.44
61674,2025-03-17,49080,Australia,M,34,Search,Men,Swim,DC,DC Men's Straight Pant,69.5,40.03,29.47
61674,2025-03-15,49080,Australia,M,34,Search,Men,Underwear,Wrangler,Wrangler Men's 3 Pack Boxer Briefs,25.0,10.62,14.38
61675,2025-04-26,49080,Australia,M,34,Search,Men,Active,Nike,NIKE FLEECE PO HOODY MENS 404538-450,41.99,18.9,23.09
61675,2025-04-28,49080,Australia,M,34,Search,Men,Pants,Dockers,Dockers Men's Scout Cargo Slim Tapered Pant,62.99,30.55,32.44
61675,2025-04-29,49080,Australia,M,34,Search,Men,Accessories,Oakley,Oakley Men's Racing Jacket Oval Sunglasses,220.0,83.16,136.84
61676,2025-09-02,49080,Australia,M,34,Search,Men,Sweaters,Orvis,Dale Of Norway Nordlys Cardigan,325.0,177.77,147.23
61676,2025-08-30,49080,Australia,M,34,Search,Men,Shorts,Ed Garments,Ed Garments Men's 100% Cotton Pleated Short. 2430,44.99,20.65,24.34
61677,2024-12-06,49080,Australia,M,34,Search,Men,Fashion Hoodies & Sweatshirts,Volcom,Volcom Men's Zeffer Basic Hoodie,64.95,34.81,30.14
61678,2024-04-11,49081,United Kingdom,M,48,Search,Men,Underwear,Calvin Klein,Calvin Klein Men's Bold Xray Micro Low Rise All Over Print T,34.0,14.79,19.21
61679,2025-08-15,49082,Germany,F,60,Search,Women,Outerwear & Coats,Mountain Hardwear,Mountain Hardwear Women's Downtown Coat,300.0,120.3,179.7
61689,2025-10-23,49091,China,M,29,Email,Men,Socks,Wigwam,Wigwam Men's At Work 3-Pack Socks,18.69,11.21,7.48
61695,2025-05-26,49097,United States,F,30,Search,Women,Maternity,Momo Maternity,Momo Maternity Women's 'Eva' Modal Wrap Dress in Black Orchi,88.0,40.66,47.34
61696,2025-07-05,49098,United States,F,17,Search,Women,Intimates,Shock Absorber,Shock Absorber Women's Run Sports Bra,79.0,40.84,38.16
61697,2024-03-17,49098,United States,F,17,Search,Women,Tops & Tees,Patty,Patty Women Cowl Neck Backless Chain Draping Halter Tops,28.98,15.74,13.24
61697,2024-03-14,49098,United States,F,17,Search,Women,Accessories,AN1225,AN1225 Women's Leopard Pattern Fashion Scarf,9.99,3.78,6.21
61697,2024-03-18,49098,United States,F,17,Search,Women,Tops & Tees,FineBrandShop,White Ladies Crew Neck Long Sleeve T-Shirt,12.75,6.96,5.79
61699,2024-06-03,49098,United States,F,17,Search,Women,Pants & Capris,Sutton Studio,Sutton Studio Womens Zipper Front Ponte Trouser Pants Misses,49.99,26.04,23.95
61703,2024-12-06,49099,Brasil,M,28,Display,Men,Swim,Volcom,Volcom Men's Colorblock Long Sleeve Thrashguard,33.0,20.99,12.01
61703,2024-12-06,49099,Brasil,M,28,Display,Men,Tops & Tees,Nautica,Nautica Men's Vineyard Poplin Solid Long Sleeve Woven Shirt,49.5,26.04,23.46
61703,2024-12-05,49099,Brasil,M,28,Display,Men,Outerwear & Coats,Columbia,Columbia Men's Shadow Heights Shell,115.0,46.92,68.08
61704,2024-09-16,49100,United Kingdom,M,50,Search,Men,Swim,Gary Majdell Sport,Mens Lifeguard Bikini Swimsuit Gary Majdell Sport,16.97,10.76,6.21
61705,2025-07-18,49101,Germany,M,24,Search,Men,Fashion Hoodies & Sweatshirts,Port & Company,Port & Company - 7.8-oz Pullover Hooded Sweatshirt.,25.93,15.19,10.74
61705,2025-07-17,49101,Germany,M,24,Search,Men,Accessories,Timberland,Timberland Men's Windproof Softshell Touchscreen Glove,30.0,11.04,18.96
61707,2025-06-16,49102,United States,M,37,Search,Men,Outerwear & Coats,Sitka Gear,Sitka Gear Men's Stratus Windstopper Jacket,289.99,124.41,165.58
61712,2025-10-07,49107,China,M,69,Search,Men,Socks,Wigwam,Wigwam Men's Super 60 Tube 3-Pack Over-the-Calf Length Socks,12.13,7.46,4.67
61714,2025-12-10,49108,United States,F,56,Display,Women,Intimates,Barely There,Barely There Women's Customflex Fit Lighly Lined Wirefree,29.0,15.92,13.08
61716,2025-08-16,49108,United States,F,56,Display,Women,Outerwear & Coats,White Sierra,White Sierra Women's Sugar Pine Fleece Lined Waterproof Jack,56.95,28.02,28.93
61716,2025-08-17,49108,United States,F,56,Display,Women,Intimates,Wacoal,Wacoal Women's Everyday Full Figure Softcup Bra #85226,58.0,30.33,27.67
61716,2025-08-15,49108,United States,F,56,Display,Women,Shorts,Carhartt,Carhartt Women's Trail Active Short,52.59,24.82,27.77
61716,2025-08-16,49108,United States,F,56,Display,Women,Blazers & Jackets,Jones New York,Jones New York Silk Winter Palace Gold Multicoloured 3/4 Sle,69.99,28.56,41.43
61718,2025-07-14,49113,Brasil,M,27,Search,Men,Active,Champion,Champion Men's Lacrosse Short,28.0,10.95,17.05
61720,2025-07-02,49115,China,F,37,Search,Women,Fashion Hoodies & Sweatshirts,District Made,District Made Women's Heavyweight Thermal Full-Zip Hoodie. D,41.99,21.75,20.24
61721,2024-05-13,49116,Belgium,M,32,Search,Men,Underwear,Spanx,Spanx for Men Cotton Control Deep V-Neck Medium Compression ,58.0,29.93,28.07
61732,2025-01-28,49125,France,F,70,Display,Women,Shorts,Volcom,Volcom Juniors Frickin 2 1/2 Inch Short,39.45,19.13,20.32
61734,2024-08-24,49126,France,F,35,Search,Women,Jeans,Volcom,Volcom Juniors Static Straight Jean,69.45,34.1,35.35
61736,2025-02-02,49126,France,F,35,Search,Women,Leggings,Soho Girls,Soho Apparel Girls Seamless Lady Junior Knitted Jean Legging,10.99,6.34,4.65
61737,2025-09-11,49128,China,M,59,Facebook,Men,Sleep & Lounge,Tommy Bahama,Tommy Bahama Paradise Plaid Pant,38.99,14.5,24.49
61740,2025-08-14,49130,United States,M,41,Search,Men,Jeans,Lee,Lee Men's Men's Fit Regular Fit Straight Leg Jean,32.51,17.13,15.38
61742,2025-05-21,49131,China,F,23,Search,Women,Fashion Hoodies & Sweatshirts,Fox,Fox Womens Juniors Traction Pullover Track Jacket,59.5,30.05,29.45
61742,2025-05-24,49131,China,F,23,Search,Women,Tops & Tees,Ralph Lauren,Ralph Lauren Women Classic Fit Polo T-Shirt,59.99,33.65,26.34
61742,2025-05-20,49131,China,F,23,Search,Women,Tops & Tees,Woman Within,Woman Within Plus Size Top in tunic length the Perfect cotto,13.99,8.11,5.88
61742,2025-05-24,49131,China,F,23,Search,Women,Suits,Suit Studio,Suit Studio Island Escape 3 Piece Skirt Suit,122.6,76.01,46.59
61745,2024-12-06,49133,China,F,13,Search,Women,Blazers & Jackets,Allegra K,Allegra K Women Single Breasted One Button Padded Shoulder A,24.03,9.4,14.63
61750,2024-09-29,49137,Germany,M,42,Organic,Men,Sleep & Lounge,HUGO BOSS,HUGO BOSS Men's Check Short Pant,39.0,14.86,24.14
61753,2024-10-08,49139,China,M,19,Search,Men,Sleep & Lounge,Nautica,Nautica Men's Langston Blackwatch Camp Top,25.0,11.17,13.83
61753,2024-10-08,49139,China,M,19,Search,Men,Sleep & Lounge,KNOTHE CORP.,Big & Tall Pajama - State O Maine Long Sleve Nylon Pajama,38.99,17.51,21.48
61754,2025-12-11,49140,United States,F,23,Display,Women,Active,Tri-Mountain,Tri-Mountain Women's Lightweight Water Resistant Quited Vest,60.99,28.18,32.81
61766,2024-05-15,49146,Germany,M,68,Search,Men,Underwear,Calvin Klein,Calvin Klein Men's Basic Brief 3-Pack,36.33,17.91,18.42
61766,2024-05-17,49146,Germany,M,68,Search,Men,Pants,Savane,Savane Big and Tall Plain Front Flex Waist Dress Pant - Navy,54.99,27.17,27.82
61768,2025-12-17,49147,United States,F,64,Search,Women,Swim,L*Space,L*Space Women's Stardust One Piece Swimsuit,131.95,57.13,74.82
61768,2025-12-15,49147,United States,F,64,Search,Women,Dresses,Alki'i,One-size-fits-most Tube Dress/Coverup with Peacock Print (ma,19.99,8.98,11.01
61770,2024-06-24,49148,China,M,38,Search,Men,Accessories,Levi's,Levi's  Men's Belt With Antique Nickel Buckle,19.5,8.72,10.78
61771,2024-10-28,49148,China,M,38,Search,Men,Pants,Kenneth Cole REACTION,Kenneth Cole Reaction Men's Stria Crosshatch Modern Fit Flat,44.99,21.73,23.26
61772,2024-11-25,49149,Brasil,F,53,Search,Women,Socks & Hosiery,HUE,Hue Womens Textured Diamond Tight,13.5,5.2,8.3
61774,2024-04-03,49151,China,F,49,Email,Women,Maternity,Bravado! Designs,Bravado Designs Body Silk Seamless Nursing Bra Maternity bra,49.99,19.65,30.34
61783,2025-12-23,49155,China,M,21,Search,Men,Accessories,106Shades,2 Tone Nerdy Geek Eye Glasses,9.9,3.85,6.05
61783,2025-12-22,49155,China,M,21,Search,Men,Shorts,Billabong,Billabong Carter Platinum X Hybrid Short - Men's,49.45,26.16,23.29
61795,2025-10-18,49167,China,M,57,Display,Men,Pants,Dockers,Dockers  Men's Comfort Khaki D4 Relaxed Fit Flat Front Pant,36.99,18.64,18.35
61797,2025-05-14,49169,China,F,70,Search,Women,Intimates,Bali,Bali Women's Concealer's Wire-Free Bra   #3413,36.0,19.01,16.99
61797,2025-05-12,49169,China,F,70,Search,Women,Intimates,Hip Hop 50s Shop,Hip Hop 50s Shop Adult Crinoline Petticoat Slip,39.99,22.43,17.56
61799,2024-11-10,49173,United States,M,63,Organic,Men,Sweaters,Retrofit,RETROFIT Frequency Mens Sweater,24.99,12.99,12.0
61814,2025-12-13,49187,Germany,F,59,Search,Women,Sleep & Lounge,Jockey,Plus Size Lounge T-Shirt,22.0,13.55,8.45
61817,2025-12-03,49189,China,F,70,Search,Women,Plus,SmartWool,Smartwool Womens Hiking UL Crew,22.95,10.72,12.23
61820,2025-12-08,49191,China,M,29,Search,Men,Sleep & Lounge,robesale,Luxury Orange Color Men and women Bathrobe Shawl Collar terr,49.95,20.63,29.32
61826,2025-08-27,49197,United States,M,22,Organic,Men,Jeans,Quiksilver,Quiksilver Revolver Denim Pant - Men's,69.5,34.4,35.1
61835,2025-07-27,49202,China,M,44,Search,Men,Pants,Dockers,Dockers Men's Limited Offer Big & Tall D2 Straight Fit Khaki,49.99,22.4,27.59
61836,2025-11-27,49203,Japan,F,29,Search,Women,Tops & Tees,FEA,FEA Juniors Hunger Games Movie Fire Mockingjay Tissue Tee,39.95,22.65,17.3
61836,2025-11-27,49203,Japan,F,29,Search,Women,Fashion Hoodies & Sweatshirts,Allegra K,Allegra K Ladies Round Neck Long Sleeve Cute Cartoon Prints ,18.33,9.02,9.31
61841,2024-04-28,49206,France,M,46,Search,Men,Socks,Royal,Royal Classic Mens Argyle Dress Casual Socks Cotton Blend As,23.99,14.37,9.62
61842,2025-04-12,49207,Germany,M,67,Search,Men,Socks,Bjorn Borg,Bjorn Borg Men's Socks Ethno-Graphic,11.95,7.33,4.62
61848,2025-06-03,49212,Japan,F,63,Organic,Women,Intimates,Dr. Rey Shapewear,Dr. Rey Shapewear Womens Deep Plunge Bodysuit,34.99,17.11,17.88
61848,2025-06-02,49212,Japan,F,63,Organic,Women,Outerwear & Coats,Larry Levine,Larry Levine Women's Luxuriously Soft Belted Wool Coat,112.5,53.89,58.61
61848,2025-06-02,49212,Japan,F,63,Organic,Women,Jumpsuits & Rompers,AxParis,AX Paris One Shoulder Romper,24.99,12.67,12.32
61848,2025-06-02,49212,Japan,F,63,Organic,Women,Swim,Kanu Surf,Kanu Surf Women's Daydream Swim Shorts,25.0,10.88,14.12
61853,2024-10-21,49217,Brasil,F,29,Search,Women,Intimates,Coquette,Corset Satin,49.95,28.07,21.88
61853,2024-10-19,49217,Brasil,F,29,Search,Women,Shorts,Splendid,Splendid Women's Drawstring Short,13.5,6.75,6.75
61853,2024-10-20,49217,Brasil,F,29,Search,Women,Tops & Tees,Bella,Bella Ladies Irene Long-Sleeve Thermal T-Shirt. B8500,24.69,13.78,10.91
61853,2024-10-20,49217,Brasil,F,29,Search,Women,Intimates,Rampage,Rampage Solid Micro Fiber Bra and Hipster Set w/ Animal Prin,17.5,9.69,7.81
61855,2024-07-03,49218,South Korea,M,36,Search,Men,Swim,Parke & Ronen,parke & ronen Men's Solid With Piping Meridian Brief,67.5,38.48,29.02
61858,2025-08-06,49221,South Korea,M,40,Search,Men,Swim,Collegiate Surf and Sport,Texas Tech Red Raiders Mens Boardshort in Plaid Pattern - Sl,34.0,20.67,13.33
61862,2025-08-15,49227,China,M,50,Facebook,Men,Swim,,Harbor Bay Big & Tall Swim Rash Guard,36.0,19.87,16.13
61866,2025-01-03,49232,Australia,F,61,Search,Women,Leggings,Only Hearts,Only Hearts So Fine/Francie Leggings Black,66.0,42.7,23.3
61868,2025-06-25,49233,South Korea,F,21,Search,Women,Accessories,Ray-Ban,RAY-BAN RB 3016 W0366 49/00 Tortoise / Gold Frame SUNGLASSES,135.94,55.6,80.34
61869,2025-05-17,49234,United Kingdom,M,48,Search,Men,Accessories,Carhartt,Carhartt Men's Logo Patch Mesh Back Cap,12.99,4.94,8.05
61869,2025-05-16,49234,United Kingdom,M,48,Search,Men,Tops & Tees,Classics By Palmland,Classics By Palmland Men's Pocket Pique Polo Shirt,14.99,8.68,6.31
61869,2025-05-15,49234,United Kingdom,M,48,Search,Men,Fashion Hoodies & Sweatshirts,Hot Topic,RUDE Black Mineral Wash Military Hoodie,39.5,22.2,17.3
61869,2025-05-14,49234,United Kingdom,M,48,Search,Men,Sleep & Lounge,Intimo,Intimo Men's Classic Silk Pajama Set,149.95,54.88,95.07
61881,2024-02-03,49248,United States,F,57,Search,Women,Intimates,Roma Costume,G-String Back Tie Side Bottom,11.95,6.64,5.31
61882,2024-01-23,49248,United States,F,57,Search,Women,Swim,Speedo,Speedo Women's Quantum Splice Swimsuit With Hydro Bra,73.99,34.04,39.95
61885,2024-02-17,49249,United Kingdom,F,21,Search,Women,Skirts,Living Dead Souls,Living Dead Souls Womens PENCIL SKIRT WITH PINK RUFFLE- Blac,29.0,11.98,17.02
61889,2025-11-18,49251,China,M,42,Search,Men,Tops & Tees,Mountain Hardwear,Mountain Hardwear Men's Trekkin Flannel Long Sleeve Shirt,75.0,40.27,34.73
61892,2025-09-23,49252,Japan,M,58,Display,Men,Tops & Tees,IZOD,IZOD Men's Long Sleeve 50/50 Jersey Tee,44.8,23.92,20.88
61895,2025-06-21,49256,China,M,18,Organic,Men,Fashion Hoodies & Sweatshirts,Hee Grand,Hee Grand Men's Cotton-Padded Full Zip Hooded Sweater Coat,59.99,35.57,24.42
61895,2025-06-22,49256,China,M,18,Organic,Men,Swim,Volcom,Volcom Men's Frickin Modern V2S Short,54.95,35.39,19.56
61901,2024-03-01,49261,Belgium,M,18,Search,Men,Outerwear & Coats,Nautica,Nautica Men's Pea Coat,89.99,37.08,52.91
61901,2024-03-01,49261,Belgium,M,18,Search,Men,Active,ExOfficio,ExOfficio Men's Give-N-Go Sport Brief,20.0,8.82,11.18
61902,2024-06-04,49262,Brasil,F,37,Search,Women,Jumpsuits & Rompers,Volcom,Volcom Rain Check Romper,49.5,28.51,20.99
61905,2024-08-22,49264,Brasil,F,67,Search,Women,Maternity,Three Seasons Maternity,Three Seasons Maternity Women's Stretch Cuffed Bermuda Short,30.0,12.18,17.82
61909,2024-09-10,49268,China,M,56,Search,Men,Outerwear & Coats,Harriton,Harriton Men's 8 oz Full-Zip Fleece Jacket M990,27.39,12.24,15.15
61909,2024-09-09,49268,China,M,56,Search,Men,Accessories,Newhattan,Newhattan Trooper Bomber Trapper Tooke - Blaze Orange,14.99,6.52,8.47
61909,2024-09-06,49268,China,M,56,Search,Men,Underwear,Calvin Klein,Calvin Klein Men's Slim Fit Body Tank,37.5,16.39,21.11
61909,2024-09-07,49268,China,M,56,Search,Men,Swim,Rip Curl,Rip Curl Wetsuits Men's Mirage Grid Lock Short,53.48,30.91,22.57
61910,2025-08-04,49269,Belgium,F,39,Organic,Women,Blazers & Jackets,Alex Evenings,Plus Size Chic Chiffon Twin Set,99.99,37.0,62.99
61911,2024-05-30,49271,United States,M,16,Search,Men,Sleep & Lounge,Ed Hardy,Ed Hardy Men's USA Eagle Lounge Pants - Green Dust,29.99,12.81,17.18
61917,2025-11-20,49280,France,F,47,Email,Women,Swim,Trina Turk,Trina Turk Women's Ogee 1 Piece Swimsuit,164.0,68.39,95.61
61922,2025-01-26,49283,Brasil,F,38,Organic,Women,Active,Fox River Socks,Fox River Wick Dry CoolMax Liner Sock,9.99,4.62,5.37
61923,2024-06-08,49284,United States,M,50,Facebook,Men,Shorts,Lee,LEE Stonewashed Carpenter Shorts,29.88,14.82,15.06
61925,2025-07-07,49285,Belgium,F,41,Email,Women,Jeans,G-Star,G-Star Women's Lynn Skinny Denim,160.0,84.0,76.0
61925,2025-07-11,49285,Belgium,F,41,Email,Women,Sweaters,Autumn Cashmere,Autumn Cashmere Women's Color Block Boxy Boatneck Tunic,285.0,123.97,161.03
61925,2025-07-08,49285,Belgium,F,41,Email,Women,Intimates,Playtex,Playtex Women's Playtex Posture Back 4643,74.99,37.94,37.05
61925,2025-07-11,49285,Belgium,F,41,Email,Women,Sleep & Lounge,Paul Frank,Paul Frank Women's Fleece Love Pant,28.0,17.67,10.33
61932,2025-07-06,49289,France,F,49,Search,Women,Fashion Hoodies & Sweatshirts,DC,DC Juniors Tstar Phhhhh Fleece Top,46.0,22.68,23.32
61934,2024-03-28,49290,Brasil,M,37,Search,Men,Tops & Tees,Columbia,Columbia Men's Out And Back Long Sleeve Shirt,59.93,35.36,24.57
61934,2024-03-29,49290,Brasil,M,37,Search,Men,Jeans,Levi's,Levi's Men's 560 Big & Tall Comfort Fit Jean,55.0,26.62,28.38
61934,2024-03-30,49290,Brasil,M,37,Search,Men,Socks,LRG,LRG Core Collection Spikez Mens Crew Socks,4.99,2.77,2.22
61934,2024-03-26,49290,Brasil,M,37,Search,Men,Underwear,Hanes,Hanes Men's  4 Pack V-neck T Shirt,25.0,11.73,13.27
61938,2024-05-23,49294,United Kingdom,F,52,Display,Women,Outerwear & Coats,Jones New York,Jones New York Women's Suede To Nutria,175.0,73.15,101.85
61940,2024-07-31,49295,United States,F,16,Display,Women,Sweaters,Sutton Studio,Sutton Studio Women's Cashmere Ribbed Turtleneck Plus,139.99,61.04,78.95
61940,2024-07-31,49295,United States,F,16,Display,Women,Dresses,Miss Sixty,Miss Sixty Women's Penelope Dress,138.0,66.79,71.21
61945,2025-02-24,49299,United States,F,21,Facebook,Women,Outerwear & Coats,Nautica,Nautica Women's Rain Coat,85.0,37.06,47.94
61958,2025-02-23,49308,Spain,M,15,Search,Men,Sweaters,Matix,Matix Men's Burbank Sweater,52.0,24.96,27.04
61963,2025-09-11,49313,Germany,M,30,Organic,Men,Active,MJ Soffe,MJ Soffe Men's Training Fleece Hooded Sweatshirt,25.0,11.6,13.4
61963,2025-09-08,49313,Germany,M,30,Organic,Men,Fashion Hoodies & Sweatshirts,InkAddict,InkAddict INK Unisex Zip Hooded Sweatshirt,48.0,27.31,20.69
61963,2025-09-08,49313,Germany,M,30,Organic,Men,Jeans,7 For All Mankind,7 For All Mankind Men's Standard Classic Straight Leg Jean,178.0,85.62,92.38
61963,2025-09-08,49313,Germany,M,30,Organic,Men,Fashion Hoodies & Sweatshirts,Quiksilver,Quiksilver Waterman Men's Tofino Beach,69.5,34.96,34.54
61964,2025-01-05,49316,Spain,F,19,Search,Women,Sweaters,Patty,Patty Women Stunning Shawl Ridded Collar Long Sleeve Light K,39.98,18.35,21.63
61966,2025-08-04,49317,China,F,57,Search,Women,Accessories,Ray-Ban,Ray-Ban RX5245 Eyeglasses,87.5,35.44,52.06
61967,2025-08-30,49319,United Kingdom,M,39,Search,Men,Sleep & Lounge,Intimo,Intimo Men's Tricot Travel Pajama Set - Big Man Sizes,41.99,17.55,24.44
61969,2024-11-29,49321,China,M,52,Search,Men,Outerwear & Coats,Port Authority,Port Authority Men's Big Casual Microfiber Full Zip Jacket. ,47.99,23.32,24.67
61971,2024-06-30,49322,China,F,14,Search,Women,Intimates,Apt 9,Apt. 9 Ruffles & Lace Babydoll & G-String Lingerie Set,40.0,20.88,19.12
61972,2025-07-27,49322,China,F,14,Search,Women,Shorts,Jolt,Jolt Juniors 5 Inch Short,25.0,13.08,11.92
61975,2024-07-05,49324,Brasil,F,44,Search,Women,Intimates,Barely There,Breathe by Barely There Seamless Hipsters,10.7,5.83,4.87
61975,2024-07-05,49324,Brasil,F,44,Search,Women,Socks & Hosiery,Back to Nature,Bulldog Cotton Puppy Dog Breed Animal Socks 9-11,13.99,5.34,8.65
61975,2024-07-05,49324,Brasil,F,44,Search,Women,Accessories,TrendsBlue,Premium Oversize Large Solid Color Soft Square Scarf - Diffe,12.99,5.01,7.98
61975,2024-07-06,49324,Brasil,F,44,Search,Women,Intimates,Vanity Fair,Vanity Fair Women's Lollipop Leg Band Brief 3 Pack,16.5,8.35,8.15
61977,2025-04-04,49325,Belgium,M,25,Search,Men,Active,Darn Tough,Darn Tough Vermont Merino Wool Micro Crew Cushion Sock,37.95,17.8,20.15
61977,2025-04-02,49325,Belgium,M,25,Search,Men,Socks,Forever Collectibles,Dallas Cowboys NFL Team Stripe Adult Logo Slippers TPR Hard ,19.99,12.09,7.9
61982,2025-09-06,49328,Brasil,M,28,Search,Men,Fashion Hoodies & Sweatshirts,U.S. Polo Assn.,U.S. Polo Assn. Men's Hoodie With Small Pony,39.99,23.43,16.56
61983,2025-10-28,49328,Brasil,M,28,Search,Men,Outerwear & Coats,Kuhl,Men's Kuhl Thor 1/4-Zip Fleece Pullover,99.0,46.43,52.57
61986,2025-11-01,49329,China,F,39,Organic,Women,Sweaters,Caribbean Joe,Caribbean Joe Women's Beach Sweater,48.0,21.7,26.3
61986,2025-11-02,49329,China,F,39,Organic,Women,Skirts,Allegra K,Allegra K Women Slant Pocket Button Decor Ruched Slim Fit Ab,9.16,3.76,5.4
61986,2025-10-31,49329,China,F,39,Organic,Women,Intimates,SEX NIGHT,Sexy Leather Lace Babydoll Set-Blue,22.0,11.04,10.96
